Site ID,Lat,Long,Elevation,Elevation_ds,Vegetation,Climate,Climate_ds,MAT,MAT_ds,MAP,MAP_ds,SRAD_ds,clay,silt,sand,bdod,cec,N,pH,soc
CH-Rtb,47.38045,8.99348,NA,837,GRA,NA,Cfb,7.1,7.68,1438,1275,139938,27.9,31,41.2,0.0104,38.7,0.0935,5.9,8.27
CH-See,47.0567,8.4644,NA,1299,GRA,NA,Cfb,NA,6.86,NA,1555,146399,28.8,34.9,36.3,0.0084,39,0.0836,5.4,10.15
CL-ACF,-40.1726,-73.4439,822,775,ENF,Cfb,Cfb,7.3,7.39,4500,1914,157461,20,31.8,48.2,0.0081,35.9,0.083,5.1,21.61
CL-SDF,-41.883,-73.676,50,30,EBF,Cfb,Cfb,10,10.72,2110,2409,145929,17.3,31.7,51,0.0084,34,0.091,5.1,18.83
CL-SDP,-41.879,-73.666,50,35,WET,Cfb,Cfb,10,10.69,2110,2354,144596,16,32.6,51.4,0.0082,33,0.0933,5.3,19.07
CN-Cha,41.4025,128.0958333,731,832,MF,Cfc,Dwc,3.6,2.7,713,703,156517,23.8,46.1,30.1,0.0119,28.3,0.0792,5.9,8.67
CN-Do1,31.5847,121.9035,31.45,-1,WET,BSh,Cfa,15.7,15.97,2192,988,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN-Do2,31.5169,121.9717,31.37,1,WET,Bsh,Cfa,15.7,15.95,2074,982,NA,NA,NA,NA,NA,NA,NA,NA,NA
CN-Do3,31.5167,121.9607,31.33,2,WET,Bsh,Cfa,15.5,15.95,1957,982,179104,NA,NA,NA,NA,NA,NA,NA,NA
CN-Du1,42.013591,116.30127,1350,1428,CRO,Dfb,Dwb,3.3,2.61,399,418,183321,15.8,30.7,53.5,0.013,20.9,0.0298,7.9,2.41
CN-Du2,42.046667,116.283611,1350,1323,BAR,Dwb,Dwb,3.3,2.7,399,399,185131,18.2,29.9,51.9,0.0133,21.8,0.0297,8.1,1.29
CN-Dwu,45.56,117.000278,865,867,SAV,Dwb,Dwc,1,1.44,260,245,180823,16.9,32.6,50.6,0.0136,25.1,0.0341,7.9,2.08
CN-Hab,37.607432,101.332,3250,3229,GRA,BSk,ET,-1.7,-0.71,567,468,189333,18.6,39,42.4,0.0117,22,0.0494,7.6,5.93
CN-HaM,37.482078,101.20039,756,3328,GRA,Dwb,ET,-1.7,-1.64,600,486,189197,22,37.4,40.6,0.0106,24.2,0.0496,7.8,7.32
CN-Huz,51.78111,123.017778,773,820,DBF,Dwa,Dwc,-4.4,-4.62,481.6,525,146015,20.7,37.1,42.2,0.0083,38.6,0.1278,5.8,10.14
CN-JND,32.583,119.7,3,2,CRO,Cfa,Cfa,14.9,15.18,918,972,183473,30.6,47.4,22,0.0119,21.6,0.0378,7.5,2.52
CN-Jnz,41.816667,121.2,17,338,CRO,Dfb,Dwa,9.5,7.67,565.9,500,186920,21.6,35.7,42.7,0.0132,21,0.0227,7.6,1.98
CN-JRS,31.806831,119.217264,15,25,CRO,Cfa,Cfa,15.5,15.52,1099.1,1054,181225,31.6,54,14.4,0.0129,19.5,0.0276,6.9,1.83
CN-Ku1,40.538333,108.693611,1024,1033,ENF,Dfb,BSk,6.3,7.57,300,227,200820,25.5,41.9,32.5,0.0141,18.1,0.013,8.4,0.94
CN-Ku2,40.3808,108.5486,1164,1159,OSH,Dfb,BSk,6.3,7.22,300,232,201877,20.2,37.6,42.2,0.0144,18.4,0.0117,8.4,0.81
CN-Lao,45.279839,127.578206,340,400,DNF,Cfc,Dwb,2.8,3.04,724,587,161166,26.8,42.9,30.3,0.0106,27.8,0.0828,6.3,10.85
CN-Pa1,41.15074,121.911736,7,3,ENF,Af,Dwa,8.6,9.09,631,573,182529,31.6,57.3,11.2,0.0129,20.7,0.0356,6.9,5.54
CN-Pa2,41.151774,121.94886,7,3,CRO,Dfa,Dwa,8.6,9.13,631,575,181919,34.4,50.6,15.1,0.0141,23.7,0.0163,8,1.51
CN-Qia,26.733959,115.066338,100,97,EBF,Am,Cfa,18.6,18.23,1488.8,1514,174448,28.2,38.4,33.4,0.0122,19.5,0.0184,5.5,2.39
CN-Tbs,31.37,91.9,4580,4524,BAR,Af,ET,NA,-0.57,NA,427,202271,19.2,21.9,58.9,0.0119,22.8,0.0342,7.5,5.06
CN-Xfs,44.134167,116.328611,1030,1123,GRA,Dwb,BSk,2,1.91,290,275,184890,11.4,23.5,65,0.0136,22,0.0342,7.7,3.21
CN-Xg2,44.088889,113.574167,970,971,BAR,Dwb,BSk,3.1,2.86,185,210,190531,23.1,34.1,42.8,0.0139,19,0.0263,7.8,1.14
CN-Xi1,43.54583,116.6778,1250,1256,GRA,Dwb,Dwb,2,1.55,360,322,184228,18.7,26.8,54.5,0.0135,20.9,0.0351,8,2.82
CN-Xi2,43.55305556,116.6722222,1250,1256,GRA,Dwb,Dwb,2,1.55,360,322,184403,18.7,27.1,54.3,0.0135,21.9,0.0344,8,3.32
CN-Xsh,21.9275,101.2652778,756,574,EBF,Af,Cwa,21,22.44,1492,1640,197660,32.2,33.2,34.6,0.012,16.7,0.0285,5.1,3.05
CN-Yuc,36.8333333,116.570277,28,23,CRO,Dwa,Cwa,13.1,13.13,528,607,196515,22,51.1,26.9,0.0136,23.7,0.0137,7.7,0.95
CN-ZRS,33.104283,102.651466,3460,3505,NA,Dfb,Dwc,1.5,2.4,720,698,160366,16.5,39.8,43.7,0.011,28.9,0.0641,6.4,8.13
CR-AqC,9.93833,-83.72861,NA,1118,EBF,NA,Cfb,19.45,20.28,3207,3307,229980,34.6,28,37.3,0.0089,21.9,0.0687,5.5,7.21
CR-Dos,10.4322,-84.0106,40,78,EBF,Af,Am,25.8,25.97,4200,3704,233243,34.6,29.3,36.1,0.0101,11.5,0.056,5,4.83
CR-Fsc,10.4189,-85.4732,18,13,CRO,Aw,Aw,NA,27.57,NA,1824,242330,31.6,41.1,27.3,0.0115,27.3,0.0322,6.4,2.65
CR-Lse,10.4233,-84.0211,100,94,EBF,Am,Am,25.9,25.97,3965.57,3704,233312,32.9,28.2,39,0.0089,11.1,0.0644,5.2,5.3
CR-Nmr,10.0829,-85.4694,166,191,CRO,Aw,Aw,NA,26.03,NA,2011,241666,32,33.6,34.4,0.0112,21.6,0.0242,6.1,2.28
CR-SoC,10.3827,-84.621,538,555,EBF,Af,Aw,23.1,24.67,4200,3616,229325,33.4,26.9,39.6,0.0095,14,0.0642,5.3,6.41
CZ-BK1,49.5020762,18.5368825,NA,753,ENF,NA,Dfb,6.7,5.4,1316,1013,128343,14.5,47,38.4,0.0092,27.6,0.0768,4.9,9.37
CZ-BK2,49.49443,18.54285,NA,736,GRA,NA,Dfb,6.7,5.57,1316,1003,128469,17.9,47.8,34.2,0.01,28,0.0677,5.4,8.82
CZ-KrP,49.573257,15.078773,NA,531,CRO,NA,Cfb,7.1,7.72,620,576,129697,16.4,38.2,45.4,0.0125,27.8,0.0579,6.2,5.03
CZ-Lnz,48.681611,16.946416,NA,160,MF,NA,Cfb,9.3,9.82,550,647,137573,22.4,36.4,41.2,0.012,25.3,0.0815,5.6,4.01
CZ-RAJ,49.4437236,16.6965125,NA,607,ENF,NA,Cfb,7.1,6.94,681,606,131295,17.9,48,34.1,0.0106,27.1,0.0814,4.9,4.89
CZ-Stn,49.035975,17.9699,NA,557,DBF,NA,Dfb,8.7,6.74,685,794,134397,24.6,50.6,24.9,0.0102,27.3,0.0873,5.6,6.18
CZ-wet,49.02465,14.77035,NA,431,WET,NA,Cfb,7.7,8.06,604,632,129916,19.4,38,42.7,0.0123,27.9,0.0669,5.7,4.93
DE-Akm,53.86617,13.68342,NA,1,WET,NA,Cfb,8.7,8.43,558,563,120026,14,25.3,60.7,0.0123,29.9,0.095,5.9,8.81
DE-Bay,50.14194,11.86694,NA,704,ENF,NA,Cfb,5.8,6.11,885,1019,123374,29.6,44.1,26.3,0.0094,35.6,0.064,4.7,10.52
DE-BeC,52.512283,13.327855,NA,38,URB,NA,Cfb,10.1,9.66,590,566,120070,NA,NA,NA,NA,NA,NA,NA,NA
DE-BeR,52.457232,13.315827,NA,49,URB,NA,Cfb,10.1,9.36,590,566,120804,NA,NA,NA,NA,NA,NA,NA,NA
DE-Bou,52.655284,7.183765,NA,17,WET,NA,Cfb,9.7,9.37,813,758,114688,7,9.7,83.3,0.0092,25.6,0.0622,5.2,10.47
DE-Brs,52.29663,10.44871,NA,78,CRO,NA,Cfb,8.9,9.1,624,624,117835,22.9,31,46.1,0.0114,31,0.0591,6.5,6.14
DE-Dgw,53.1514092,13.0542746,NA,87,WAT,NA,Cfb,9.02,8.22,602.9,570,120079,NA,NA,NA,NA,NA,NA,NA,NA
DE-Fen,47.83287,11.06068,NA,654,GRA,NA,Cfb,8.4,7.9,1081,1131,137479,24,45.4,30.6,0.0121,33.2,0.0788,6.4,5.94
DE-Geb,51.09973,10.91463,NA,157,CRO,NA,Cfb,8.5,8.94,470,500,120687,27.5,57.5,15.1,0.0122,32.5,0.0685,7.1,6.33
DE-Gri,50.95004,13.51259,NA,402,GRA,NA,Cfb,8.4,7.99,877,790,122681,21.3,46.4,32.4,0.0127,31.1,0.0655,6.2,5.43
DE-GsB,52.029647,11.10478,NA,85,GRA,NA,Cfb,NA,8.91,NA,505,119960,26,55.6,18.4,0.0127,30.8,0.0814,6.8,5.84
DE-Gwg,47.57083,11.03261,NA,1216,GRA,NA,Cfb,6.8,6.12,1531,1331,139025,28.9,39.1,32,0.0107,32.5,0.0891,6,9.49
DE-Hai,51.079213,10.452168,NA,452,DBF,NA,Cfb,8.3,7.55,720,865,121055,28.6,52.1,19.2,0.0103,33,0.0585,5.2,10.15
DE-Har,47.93391,7.59814,NA,200,ENF,NA,Cfb,10.6,10.57,641,797,137879,26.4,48.2,25.4,0.0121,26.4,0.0661,5.7,6.7
DE-Hmm,53.739807,9.848723,NA,16,WET,NA,Cfb,NA,8.63,NA,793,114752,10.5,17.6,71.9,0.0098,27.2,0.0615,5.7,9.73
DE-HoH,52.085306,11.219222,NA,191,DBF,NA,Cfb,9.1,8.5,563,572,119842,21.3,48.4,30.3,0.012,33.9,0.0662,5,7.02
DE-Hte,54.210278,12.176111,NA,6,WET,NA,Cfb,9.2,8.57,645,584,120375,16,23.7,60.4,0.0103,35.5,0.0899,5.9,9.81
DE-Hzd,50.96381,13.48978,NA,395,DBF,NA,Cfb,7.8,8.24,901,759,122872,18.9,46.1,34.9,0.0114,31.3,0.0554,5.8,4.84
DE-Kan,53.784328,10.604899,NA,20,DBF,NA,Cfb,NA,8.54,NA,714,116394,18.8,30.6,50.6,0.0098,24.3,0.0596,5.2,9.89
DE-Kie,52.97343,13.64393,NA,78,ENF,NA,Cfb,8.72,8.49,608.8,596,121428,7.9,15.2,76.9,0.0119,28.2,0.0677,5,6.56
DE-Kli,50.89306,13.52238,NA,474,CRO,NA,Cfb,7.6,7.72,842,826,122462,21.1,42.5,36.4,0.0123,35.6,0.0751,6.2,6.34
DE-Lkb,49.0996167,13.3046667,NA,1187,ENF,NA,Cfb,4,4.43,1599,1332,126423,19.7,40.7,39.6,0.0094,44.2,0.1074,5.3,12.96
DE-Lnf,51.3282167,10.3678,NA,399,DBF,NA,Cfb,NA,7.81,NA,849,119751,24.1,59.4,16.4,0.0111,32.4,0.0559,5.3,9.4
DE-Me2,51.275366,10.65555,NA,282,GRA,NA,Cfb,8.5,8.15,547,684,119778,29.3,54.7,16,0.0122,29.8,0.0815,6.7,6.1
DE-Meh,51.2753056,10.6554722,NA,282,MF,NA,Cfb,7.8,8.15,570,684,119778,29.3,54.7,16,0.0122,29.8,0.0815,6.7,6.1
DE-Msr,47.80911,11.45617,NA,603,ENF,NA,Cfb,NA,8.3,NA,1146,137342,26.7,43.5,29.8,0.0104,30.7,0.0757,5.6,8.07
DE-Obe,50.78666,13.72129,NA,745,ENF,NA,Cfb,5.5,5.96,996,809,122507,16.9,46,37.2,0.0098,31.1,0.0554,5.3,7.5
DE-Okd,53.412597,9.092467,NA,7,GRA,NA,Cfb,NA,8.77,NA,757,114562,6.5,18.1,75.4,0.0102,29.5,0.0718,5.3,14.84
DE-RbW,47.72991,10.96898,NA,783,GRA,NA,Cfb,NA,7.31,NA,1232,139107,26.3,46.3,27.4,0.0115,33.3,0.08,6.1,7.7
DE-RuR,50.6219142,6.3041256,NA,521,GRA,NA,Cfb,7.7,7.63,1033,1066,121369,25.2,54.1,20.7,0.0116,34.1,0.0708,5.7,9.16
DE-RuS,50.865907,6.4471447,NA,92,CRO,NA,Cfb,10,10.14,700,714,119947,17,69.3,13.7,0.0127,26.8,0.0533,6.4,2.62
DE-RuW,50.504907,6.33101886,NA,620,ENF,NA,Cfb,NA,7.15,NA,1152,122008,26.2,55.9,17.9,0.0095,35.2,0.06,4.1,14.75
DE-Sch,47.6,12.9666667,NA,784,GRA,NA,Dfb,7.2,7.57,1400,1392,132575,24,47.9,28.1,0.0085,32.1,0.0958,5.4,11.75
DE-Seh,50.8706233,6.44965306,NA,92,CRO,NA,Cfb,9.9,10.14,693,714,120044,17.6,68.5,13.8,0.0128,26.8,0.0488,6.5,2.8
DE-SfN,47.806389,11.3275,NA,601,WET,NA,Cfb,8.6,8.34,1127,1115,137690,23.9,40.1,36,0.0113,31.4,0.0762,5.7,6.05
DE-Sng,51.75813,9.59333,NA,467,ENF,NA,Cfb,NA,7.28,NA,1040,117798,23.8,56.9,19.3,0.0098,31.3,0.0586,4.5,14.29
DE-Spw,51.89225,14.03369,NA,54,WET,NA,Cfb,8.7,9.09,558,553,125264,12.8,13.5,73.7,0.0115,32.5,0.084,4.7,6.59
DE-Tha,50.96256,13.56515,NA,356,ENF,NA,Cfb,8.2,8.44,843,737,123123,18,36.8,45.2,0.0098,30.2,0.0495,5.2,4.65
DE-UtM,52.5083,8.825833,NA,42,WET,NA,Cfb,9.6,9.3,703,707,115483,9.9,20.2,69.9,0.0103,27.8,0.0496,5.7,8.54
DE-Wet,50.4535,11.4575333,NA,711,ENF,NA,Cfb,5.9,6.1,840,1051,122173,23.6,52,24.4,0.0093,36.8,0.06,4.6,11.54
DE-Zrk,53.875943,12.88901,NA,1,WET,NA,Cfb,8.7,8.33,584,594,119896,15.6,27.5,56.9,0.012,33.7,0.0972,6.3,7.1
DK-Eng,55.6905278,12.19175,NA,18,GRA,NA,Cfb,8,8.18,613,606,118132,14.8,30.5,54.7,0.0119,30.3,0.0612,6.7,5.85
DK-Fou,56.4841995,9.58722019,NA,51,CRO,NA,Cfb,8,7.54,NA,714,113687,12.1,26.9,61,0.0091,30.1,0.0544,6,7.81
DK-Gds,56.0737,9.3341,NA,88,ENF,NA,Cfb,8.5,7.44,1000,795,113124,7,15,78,0.0074,26.8,0.0522,5,13.16
DK-Lva,55.6833,12.0832996,NA,4,GRA,NA,Cfb,8,8.33,600,601,118048,NA,NA,NA,NA,NA,NA,NA,NA
DK-MkA,56.38131,10.39461,NA,9,CRO,NA,Cfb,9.2,7.8,579,654,114754,13.6,22.9,63.5,0.0098,33.6,0.0786,5.7,9.8
DK-MkG,56.38178,10.40312,NA,9,GRA,NA,Cfb,9,7.8,579,654,114705,13.7,23.1,63.2,0.0094,33.5,0.0758,5.7,10.02
DK-MkR,56.38179,10.4006,NA,9,CRO,NA,Cfb,9.2,7.8,579,654,114705,13.5,22.4,64.1,0.0096,34.1,0.0779,5.7,9.71
DK-RCT,55.694101,12.088284,NA,5,URB,NA,Cfb,NA,8.24,600,606,118225,NA,NA,NA,NA,NA,NA,NA,NA
DK-RCW,55.680682,12.101398,NA,11,DBF,NA,Cfb,NA,8.24,NA,606,117789,17.3,27.9,54.7,0.0122,29.3,0.0633,6.4,7.5
DK-Ris,55.5302778,12.0972222,NA,29,CRO,NA,Cfb,8,8.31,580,621,117618,17.5,28.3,54.2,0.0119,29.5,0.0675,6.6,5.8
DK-SkA,55.93777,8.44656,NA,1,CRO,NA,Cfb,9.3,9.3,913,818,114350,11.2,25.3,63.4,0.0097,37.6,0.0529,5.8,8.62
DK-SkG,55.94116,8.447355,NA,1,GRA,NA,Cfb,9.6,9.3,913,818,114350,10.1,21.7,68.2,0.01,37.2,0.0522,5.9,7.97
DK-Skj,55.9127,8.4048,NA,-3,WET,NA,Cfb,8.4,9.23,1000,813,114729,25.2,24.6,50.2,0.0097,35.2,0.0603,6,8.68
DK-Sor,55.4858694,11.6446444,NA,41,DBF,NA,Cfb,8.2,8.51,660,613,117136,14.8,26.1,59.1,0.0106,31.8,0.0729,5.8,8.65
DK-SVA,57.23313,9.84435,NA,4,CRO,NA,Cfb,8.7,7.54,702,641,114450,8.8,20.9,70.2,0.0094,33,0.064,5.7,10.88
DK-SVG,57.22988,9.83291,NA,5,GRA,NA,Cfb,8.6,7.53,702,643,114579,9.1,21.7,69.2,0.0094,34.4,0.0738,5.6,12.13
DK-SVR,57.23312,9.84462,NA,4,CRO,NA,Cfb,9.1,7.54,702,641,114450,8.8,20.9,70.2,0.0094,33,0.064,5.7,10.88
DK-Ulb,56.2910278,8.42802778,NA,33,ENF,NA,Cfb,7.7,8.62,960,866,113402,6.6,14.5,78.8,0.0088,34.4,0.0526,5,11.74
DK-Vng,56.0374765,9.16070962,NA,64,CRO,NA,Cfb,8.5,7.79,9500,822,112754,5.9,10,84.2,0.0093,26.8,0.057,5.4,11.01
EE-Aar,58.31305,26.74388,NA,36,GRA,NA,Dfb,8.9,5.41,620,613,113244,13.1,33.3,53.7,0.007,33.1,0.1134,6.3,13.14
EE-Aga,58.287472,27.283525,NA,42,DBF,NA,Dfb,NA,5.39,NA,610,114356,12.1,37.8,50.1,0.0062,31.8,0.111,5.5,15.52
EE-Hi1,59.3505,27.1008,NA,50,BSV,NA,Dfb,7.8,4.86,657,613,113139,9.1,22.4,68.5,0.0083,42.4,0.1144,6.1,11
EE-Hi2,59.3519,27.1016,NA,50,BSV,NA,Dfb,7.8,4.86,657,613,113139,8.5,21.9,69.6,0.0083,42.5,0.1169,6,10.81
EE-Jvs,58.274211,27.309952,NA,47,MF,NA,Dfb,NA,5.37,NA,612,114215,12.2,36.2,51.6,0.0063,33.9,0.11,5.6,12.89
EE-Ka1,59.1411,27.6531,NA,42,BSV,NA,Dfb,7.8,4.8,657,626,113173,11.1,28.1,60.8,0.0075,41.4,0.1189,6.4,12.98
EE-Ka2,59.1459,27.6636,NA,41,BSV,NA,Dfb,7.8,4.8,657,626,113011,11.6,29.9,58.5,0.0066,45.9,0.1176,6,16.91
EE-Ka3,59.1417,27.6778,NA,41,WET,NA,Dfb,7.8,4.82,657,627,113071,16.3,28.8,54.9,0.0061,42.8,0.1132,6.1,13.69
EE-Ku1,58.4736,25.2125,NA,29,WET,NA,Dfb,8.5,5.45,710,681,113871,19,36.8,44.2,0.0068,43.8,0.1186,5.8,11.56
EE-Ku2,58.4744,25.2008,NA,29,WET,NA,Dfb,8.5,5.44,710,684,114040,19.8,36.9,43.3,0.007,40.9,0.1174,6,12.48
EE-Lv1,58.5727,24.3819,NA,19,BSV,NA,Dfb,5.6,6.1,711,689,114496,27.8,39.6,32.6,0.0075,42,0.0919,6.4,11.73
EE-Lv2,58.5719,24.3908,NA,22,GRA,NA,Dfb,5.6,6.1,711,689,114482,30.4,37.6,32.1,0.0071,43.8,0.0945,5.9,13.6
EE-Lv3,58.573,24.3858,NA,19,WET,NA,Dfb,5.6,6.1,711,689,114482,28.8,39.6,31.6,0.0072,45.6,0.0898,6.4,12.56
EE-Mam,58.5791,24.4266,NA,25,WET,NA,Dfb,5.6,6.05,711,694,114645,27.7,36.2,36.1,0.0075,42.9,0.0781,6.1,9.9
EE-Pdv,59.0866,26.3744,NA,122,GRA,NA,Dfb,7.9,4.95,653,648,111969,15.8,40.6,43.6,0.0068,43.9,0.1036,6.7,13.77
EE-Ph1,59.2658,27.6316,NA,39,BSV,NA,Dfb,7.8,4.8,657,631,112483,16.1,23.3,60.6,0.0076,42.5,0.1105,6.4,9.75
EE-Ph2,59.2659,27.6314,NA,39,BSV,NA,Dfb,7.8,4.8,657,631,112483,16.1,23.3,60.6,0.0076,42.5,0.1105,6.4,9.75
EE-Rok,58.245336,27.299731,NA,47,DBF,NA,Dfb,5,5.37,610,612,114286,13.7,36.7,49.6,0.0075,38.6,0.1039,5.8,9.75
EE-San,58.32704,26.21819,NA,39,DBF,NA,Dfb,8.9,5.55,620,642,114239,11.6,38.4,50,0.0069,40.7,0.1329,6,11.27
EE-Stg,58.023561,26.07074,NA,62,ENF,NA,Dfb,NA,5.45,NA,659,114265,10.6,31.5,57.8,0.0058,36,0.1114,5.4,14.72
EE-Vg1,58.43507,25.23629,NA,30,DBF,NA,Dfb,8.5,5.43,710,677,113926,19.6,36.2,44.2,0.006,35.2,0.1108,6.1,12.66
EE-Vg2,58.43662,25.23675,NA,30,WET,NA,Dfb,8.5,5.43,710,677,113926,19.8,37.7,42.5,0.0068,38.7,0.1045,6.5,10.2
ES-Abr,38.701839,-6.785881,NA,278,SAV,NA,Csa,NA,16.33,NA,559,204838,19.9,33.9,46.1,0.0141,20.3,0.0221,6.5,3.02
ES-Agu,36.940046,-2.033208,NA,220,OSH,NA,BSk,NA,17.11,NA,254,207070,28.1,32.6,39.3,0.0143,19.6,0.0166,7.8,1.59
ES-Amo,36.833608,-2.252318,NA,28,OSH,NA,BSk,NA,17.79,0,219,208654,26.3,32,41.6,0.0146,16.9,0.0204,7.9,1.53
ES-AP1,39.680985,-1.8424111,NA,1019,ENF,NA,Csa,12.6,12.09,507,459,195084,19.8,36.8,43.4,0.0127,24.4,0.0563,6.9,7.19
ES-AP2,39.6772698,-1.8483095,NA,1011,ENF,NA,Csa,12.6,12.09,507,459,195084,19.3,37.7,43.1,0.0124,24.6,0.0542,6.8,9.43
ES-CMb,40.2583058,-1.9680609,NA,1342,ENF,NA,Csb,10.3,9.55,983,604,189944,23.9,39,37.1,0.0135,24.5,0.0364,7.1,4.36
ES-CMu,40.2520692,-1.9647834,NA,1382,ENF,NA,Csb,10.3,9.55,983,604,190081,22.6,40.2,37.3,0.0133,24.5,0.0504,6.7,6.53
ES-Cnd,37.914998,-3.227659,NA,395,WSA,NA,Csa,15.8,16.73,474,368,200825,33.5,45.2,21.4,0.014,21.7,0.0277,7.7,2.99
ES-CPa,39.22417,-0.90305,NA,811,OSH,NA,Csa,NA,13.09,NA,397,195429,24.5,38.2,37.3,0.0139,20.3,0.0247,7.6,4.42
ES-Cst,42.305014,2.033568,NA,1675,GRA,NA,Cfb,NA,6.42,NA,1131,182060,24.1,41.8,34.1,0.011,26.7,0.0589,6.5,7.62
ES-Dnn,36.995549,-6.513203,NA,13,WSA,NA,NA,27,17.83,457.2,505,213920,30.8,29.1,40.1,0.0141,18.5,0.0296,6.4,4.76
ES-EBn,38.937066,-2.644023,NA,973,WSA,NA,Csa,12.8,13.4,452,465,197251,23.5,39.6,37,0.0137,22.5,0.0223,7.7,2.73
ES-ES1,39.3459722,-0.3188056,NA,-1,ENF,NA,Csa,17.85,17.22,550.7,397,193385,37.3,37,25.8,0.0124,22.8,0.0584,7.1,8.65
ES-ES2,39.2755556,-0.3152778,NA,-3,CRO,NA,Csa,18,17.31,550,407,189449,38,39.5,22.5,0.0126,35.6,0.0591,7.2,6.36
ES-FcO,38.823638,-1.85977,NA,801,CRO,NA,BSk,14.6,13.69,379,390,198091,22.9,31.7,45.5,0.0138,24.1,0.0197,7.8,2.27
ES-FtD,36.99818,-6.434566,NA,6,WET,NA,Csa,NA,17.96,545,511,211873,NA,NA,NA,NA,NA,NA,NA,NA
ES-Gdn,37.910917,-3.228444,NA,412,EBF,NA,Csa,15.8,16.73,474,368,200825,34.1,45.2,20.7,0.014,21.6,0.0292,7.7,3.01
ES-LBr,42.098889,1.661389,NA,1053,GRA,NA,Cfb,NA,9.44,NA,857,182048,25.2,40.6,34.2,0.012,29.7,0.044,7,5.78
ES-LgS,37.097936,-2.965833,NA,2093,OSH,NA,Csa,NA,7.56,NA,760,205122,16.6,46.7,36.7,0.0111,26.6,0.0403,6.2,8.43
ES-LJu,36.926594,-2.752115,NA,1485,OSH,NA,Csa,16,11.33,400,527,206939,15.5,44.3,40.2,0.0125,18.1,0.0285,6.6,4.16
ES-LM1,39.94269,-5.778683,NA,263,SAV,NA,Csa,16,15.86,700,465,197073,20,29,51,0.0141,22.9,0.0266,6.9,2.67
ES-LM2,39.934592,-5.775881,NA,263,SAV,NA,Csa,16,15.86,700,465,196877,15.7,33.1,51.2,0.0141,24.5,0.0268,7.1,2.68
ES-LMa,39.9415,-5.7733611,NA,263,SAV,NA,Csa,18.5,15.86,572,465,196823,18.7,28.1,53.1,0.0141,23.1,0.0265,6.9,2.46
ES-Ln1,36.972098,-3.473851,NA,1920,OSH,NA,Csa,NA,8.55,NA,787,204914,23,34.1,42.9,0.0115,23.1,0.0325,6.3,6.23
ES-Ln2,36.969502,-3.475819,NA,1920,OSH,NA,Csa,NA,8.55,NA,787,205498,21.7,36,42.3,0.0116,23.2,0.0328,6.3,6.78
ES-LTs,39.042395,-2.089033,NA,698,CRO,NA,Csa,13.7,14.42,314,403,196924,21.4,40.3,38.4,0.0141,21.6,0.0261,7.6,1.93
ES-MtN,36.991805,-6.482628,NA,12,CSH,NA,Csa,NA,17.86,545,507,213928,37.9,27.5,34.6,0.0135,19.5,0.0457,6.7,5.66
ES-Pdu,37.016975,-3.609228,NA,900,WET,NA,Csa,NA,14.61,NA,456,205745,21.1,41.8,37.2,0.0137,21.8,0.0345,7.2,3.13
ES-PRt,42.063333,1.513333,NA,971,GRA,NA,Cfb,NA,10.6,NA,787,182223,24.5,43.7,31.8,0.0126,28.9,0.0299,7.2,6.42
ES-QdM,39.4269051,-4.1171712,NA,972,CSH,NA,Csa,NA,12.89,NA,480,198216,21.6,34.3,44.1,0.0132,22.2,0.0368,7.1,3.63
ES-SCf,38.210142,-4.287495,NA,729,SAV,NA,Csa,15.4,14.8,720,518,201395,21.8,36.6,41.6,0.014,20.1,0.0234,6.4,3.78
ES-SCg,38.210163,-4.289965,NA,729,SAV,NA,Csa,15.4,14.8,720,518,201395,21.8,36.6,41.6,0.014,20.1,0.0234,6.4,3.78
ES-Tol,39.8600472,-4.0300639,NA,520,MF,NA,Csa,15,15.53,400,357,195161,NA,NA,NA,NA,NA,NA,NA,NA
ES-TzM,39.26597,-1.939726,NA,721,CRO,NA,Csa,13.7,14.27,314,403,194927,23.2,28.6,48.3,0.0136,22.1,0.0229,7.8,1.73
ES-VDA,42.15218,1.4485,NA,1692,GRA,NA,Cfb,13,7.9,669,974,183314,26.9,37.2,35.9,0.0112,23.5,0.048,6.6,9.39
ES-Yst,38.3389336,-2.3506052,NA,1066,ENF,NA,Csa,NA,12.62,NA,451,201948,24.9,30.1,45,0.0129,24.7,0.0347,7.2,3.56
ES-Zam,42.9325,-2.8530556,NA,637,CRO,NA,Cfb,19,10.74,NA,892,158019,33.1,46.7,20.2,0.0127,28.9,0.0696,6.8,4.83
FI-Alk,62.183367,22.784233,NA,162,ENF,NA,Dfc,4.1,3.11,681,630,105133,9.4,32,58.6,0.006,67.1,0.1069,4.4,29.11
FI-Hy2,61.84385,24.3043333,NA,170,BSV,NA,Dfc,3,3.2,700,663,105872,8.3,35.7,56,0.0061,54.3,0.1056,4.3,29.36
FI-Hyy,61.84741,24.29477,NA,169,ENF,NA,Dfc,3.8,3.2,709,663,105813,5.8,38.3,56,0.0064,56.7,0.1073,4.4,30.54
FI-Jo2,60.89903,23.5128,NA,114,CRO,NA,Dfb,4.6,4.15,627,612,109072,31.2,34.8,34,0.0074,53.9,0.113,5.4,15.94
FI-Jo3,60.8988,23.5131,NA,114,CRO,NA,Dfb,4.6,4.15,627,612,109072,31.2,34.8,34,0.0074,53.9,0.113,5.4,15.94
